17	192.168.99.1		137	172.19.255.255		137	1550172004.339074003
17	192.168.99.1		137	62.128.45.127		137	1550172004.339080411
6	172.16.152.81	53650		172.217.23.163	443		1550172004.674096880
6	172.217.23.163	443		172.16.152.81	53650		1550172004.740104209
17	192.168.99.1		137	172.16.255.255		137	1550172005.055934152
17	192.168.99.1		137	62.128.42.63		137	1550172005.055950525
17	192.168.99.1		137	172.19.255.255		137	1550172005.055958789
17	192.168.99.1		137	62.128.45.127		137	1550172005.055967694
17	192.168.99.1		137	172.16.255.255		137	1550172005.874867272
17	192.168.99.1		137	62.128.42.63		137	1550172005.874906177
17	192.168.99.1		137	172.19.255.255		137	1550172005.874917628
17	192.168.99.1		137	62.128.45.127		137	1550172005.874926639
6	172.16.152.81	35282		54.194.220.237	443		1550172006.710102709
6	54.194.220.237	443		172.16.152.81	35282		1550172006.794655392
6	74.125.140.189	443		172.16.152.81	50286		1550172008.743165312
6	172.16.152.81	50286		74.125.140.189	443		1550172008.743196073
6	74.125.140.189	443		172.16.152.81	50286		1550172008.743248563
6	172.16.152.81	50286		74.125.140.189	443		1550172008.743264560
6	74.125.140.189	443		172.16.152.81	50286		1550172008.743292178
6	172.16.152.81	50286		74.125.140.189	443		1550172008.743308461
6	172.16.152.81	50286		74.125.140.189	443		1550172008.744911218
6	172.16.152.81	50286		74.125.140.189	443		1550172008.792179956
6	74.125.140.189	443		172.16.152.81	50286		1550172008.863357495
6	74.125.140.189	443		172.16.152.81	50286		1550172008.869773402
6	74.125.140.189	443		172.16.152.81	50286		1550172008.910763602
6	74.125.140.189	443		172.16.152.81	50286		1550172008.910829507
6	172.16.152.81	50286		74.125.140.189	443		1550172008.910876723
6	172.16.152.81	34760		198.252.206.25	443		1550172010.942091595
6	198.252.206.25	443		172.16.152.81	34760		1550172011.097485414
6	172.16.152.81	45030		52.49.210.157	443		1550172014.934108989
6	52.49.210.157	443		172.16.152.81	45030		1550172015.020793920
6	172.217.18.101	443		172.16.152.81	57634		1550172016.730513354
6	172.16.152.81	57634		172.217.18.101	443		1
